,lordo_speed,out_speed,volume,gaps,colb,gr,mano,h1,h2,h3,fr_cu_pm_nb,r1_p_b,tool,layers,ff_cf,sin_st,gr_cat
84219,246.43315620951927,196.55814291590116,29000.0,496.0,Q,70.0,1.3,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
84219,246.43315620951927,196.55814291590116,29000.0,496.0,Q,70.0,1.3,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
84219,246.43315620951927,196.55814291590116,29000.0,496.0,Q,70.0,1.3,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
84219,246.43315620951927,196.55814291590116,29000.0,496.0,Q,70.0,1.3,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
85619,143.51237369393974,107.69987716865938,1600.0,720.0,Q,54.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
85719,123.78740379834129,91.29898215523215,1600.0,240.0,Q,55.0,1.1,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
85819,124.50473684210526,72.58684210526316,1600.0,400.0,Q,55.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86119,157.7356300227353,143.40722346840772,5200.0,800.0,Q,54.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86219,219.56695376695376,197.79023364023362,5500.0,280.0,Q,54.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86319,150.78500644793846,128.29717471276803,2500.0,1040.0,Q,55.0,1.1,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86419,88.02142857142857,33.128571428571426,800.0,920.0,Q,55.0,1.1,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86519,133.90804597701148,120.0,3300.0,240.0,Q,55.0,1.1,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86619,169.90599933057027,135.92603253390655,3600.0,720.0,Q,55.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86719,176.74858732176915,137.37530772258046,3600.0,680.0,Q,55.0,1.1,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86819,125.24706865103698,95.63925421010424,3600.0,288.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
86919,176.68140645772223,160.75581873739768,5500.0,1000.0,Q,54.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
89519,287.61519169666667,202.61450815948643,24000.0,400.0,Q,80.0,1.27,1350.0,,,Groove,,T5,4,CF,singolo,
89619,307.28382385996065,242.33256211569318,16000.0,440.0,Q,80.0,1.27,1350.0,,,Groove,,T5,4,CF,singolo,
89719,300.1434551821081,274.2337926228037,11000.0,400.0,Q,80.0,1.27,1350.0,,,Groove,,T5,4,CF,singolo,
89819,289.49534537554814,245.64655965455736,7000.0,200.0,Q,80.0,1.27,1350.0,,,Groove,,T5,4,CF,singolo,
90519,144.62231624507567,100.74958316316807,8100.0,344.0,Q,55.0,1.0,1370.0,1100,1100,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
90619,169.34782608695653,148.56521739130434,3200.0,328.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
90719,93.11774086840691,82.23359301602719,8100.0,464.0,Q,55.0,1.3,1370.0,1100,1100,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
90819,252.74121286139578,150.29705089012768,9800.0,200.0,Q,55.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
90919,181.56521739130434,150.97101449275362,9800.0,48.0,Q,55.0,1.3,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91019,129.30303030303028,101.84848484848483,3200.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91219,180.1263730858148,121.41875528864506,3200.0,328.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91419,143.09423296555917,112.17468000703619,13000.0,504.0,Q,55.0,1.0,1370.0,822,822,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91519,186.25105485232066,86.22784810126582,13000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
91619,176.31034482758622,149.24137931034483,4000.0,48.0,Q,55.0,1.0,840.0,,,Staple,,T5,4,CF,singolo,"(0.0, 56.0]"
97319,188.45319786426023,152.00170275986105,5000.0,840.0,Q,55.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
97719,249.72019323671495,194.74082600069013,5000.0,400.0,Q,80.0,1.27,1300.0,,,Groove,,T5,4,CF,singolo,
97819,135.00053834398443,120.57111350375105,5800.0,160.0,Q,90.0,2.0,960.0,,,Smooth,,T5,4,CF,stecca,
97919,144.32890711518087,103.56089585627439,5800.0,160.0,Q,90.0,2.0,960.0,,,Smooth,,T5,4,CF,stecca,
98419,138.25306104206396,88.56744316992612,52000.0,160.0,Q,65.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
100019,159.59280513059923,137.5969143683114,3500.0,680.0,Q,55.0,1.0,1370.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
101219,139.91759913967755,97.67760870639974,1800.0,240.0,N,75.0,1.24,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
101319,244.57999999999998,199.845,2000.0,192.0,N,75.0,1.24,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
101619,93.65295620632902,51.58059775844444,8000.0,288.0,N+1,90.0,1.24,1372.0,,,Bulb,P. BLUE,T5,6,FF,singolo,
104419,197.5054804182744,168.33091214426722,3500.0,360.0,N+1,75.0,1.24,1170.0,,,Bulb,BLU-P300U,T5,6,FF,singolo,"(66.0, 78.0]"
105219,309.017131211868,248.39623237386397,6000.0,480.0,Q,80.0,1.27,1300.0,,,Groove,,T5,4,CF,singolo,
105319,123.23478192387006,85.5118093699396,4800.0,520.0,Q,80.0,1.24,1300.0,,,Groove,,T5,4,CF,singolo,
105519,102.50008622043897,53.843749981984864,,,,,,,,,,,,,,,
108319,193.08391417417604,137.69637971900875,4000.0,864.0,N+1,70.0,1.3,1372.0,,,Smooth,P072,T5,6,FF,2stecca,"(66.0, 78.0]"
110419,273.61758893280637,249.4594861660079,2500.0,192.0,N,75.0,1.24,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
110519,228.03912466843502,195.59018567639257,2500.0,144.0,N,75.0,1.27,1170.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
112319,93.91647345875285,76.58531509450627,3000.0,736.0,1,52.0,1.56,1372.0,"823,2","823,2",Smooth,P286,T5,4,FF,stecca,"(0.0, 56.0]"
112419,204.3395384059833,161.94589329240767,3000.0,720.0,1,52.0,1.56,1372.0,,,Smooth,P287,T5,6,FF,2stecca,"(0.0, 56.0]"
112619,240.32910622019074,215.82243640699522,3500.0,384.0,N+1,75.0,1.24,1360.0,,,Bulb,CYAN,T5,6,FF,singolo,"(66.0, 78.0]"
112719,247.4061827956989,226.09301075268817,3500.0,288.0,N+1,75.0,1.24,1360.0,,,Bulb,CYAN,T5,6,FF,singolo,"(66.0, 78.0]"
112819,106.48601760780069,49.78205373058314,2500.0,192.0,N+1,75.0,1.24,1360.0,,,Bulb,CYAN,T5,6,FF,singolo,"(66.0, 78.0]"
112919,223.98606334841625,203.40533936651582,2500.0,240.0,N+1,75.0,1.24,1360.0,,,Bulb,CYAN,T5,6,FF,singolo,"(66.0, 78.0]"
114419,154.71403036072584,138.36552780451606,19000.0,800.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
114619,151.37526723136108,134.44250155245888,4000.0,736.0,Q,52.0,1.15,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
115419,185.95860537392878,180.6464232252689,19000.0,160.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
115619,210.76232388254448,175.1843669946611,62000.0,96.0,Q,54.0,1.1,1080.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
115719,220.46592827004216,191.6664029535865,12000.0,128.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
115819,203.54429935665775,197.91188881780616,37600.0,288.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
116019,168.68886658347353,151.81948416789174,4000.0,224.0,Q,52.0,1.15,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
116219,161.236189258312,105.6080051150895,4000.0,96.0,Q,52.0,1.15,1080.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
116419,204.3783462224866,106.50803093396787,2500.0,96.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
116519,216.38095238095238,153.04761904761904,2450.0,32.0,Q,70.0,1.25,1080.0,,,Staple,,T5,4,CF,singolo,"(66.0, 78.0]"
116619,157.36749898054507,144.84954492865995,41000.0,800.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
116719,168.72714840259636,164.48973526031318,41000.0,320.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
116819,258.86724193809755,251.90488575595526,41000.0,128.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
117319,119.42746546894618,79.48921273490238,3500.0,320.0,Q,70.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
117419,176.90983028389041,151.22777257551692,3800.0,520.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
117619,148.64359256805236,111.09114416655375,5300.0,520.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
117719,89.85540372670809,61.34375665483584,2400.0,256.0,Q,80.0,1.3,1080.0,,,Groove,,T5,4,CF,singolo,
118219,144.42102700248182,111.50860971008439,1800.0,880.0,Q,54.0,1.05,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
118419,150.96847285813487,138.88158407036553,22000.0,800.0,Q,54.0,0.95,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
118519,218.52287945120983,189.0603586121891,22000.0,160.0,Q,80.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,
118819,146.37506700464618,125.39273686392877,30000.0,480.0,Q,70.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
118919,236.66398121656962,212.0422909456187,30000.0,160.0,Q,70.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
119419,120.60688729094502,99.36257893820346,2500.0,1000.0,Q,54.0,1.05,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
121519,132.5755136941179,105.00124541996692,4500.0,936.0,Q,54.0,1.1,1350.0,,,Groove,,T5,6,FF,singolo,"(0.0, 56.0]"
123619,57.223894967777326,38.22690909090909,1700.0,288.0,Q,50.0,1.08,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
124419,138.98666507403829,117.32754130315082,21500.0,784.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
124519,142.11820093163803,122.71203124009531,21500.0,160.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
124619,164.02547809667402,149.05226041113974,21500.0,304.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
125119,92.96001307262718,76.93367919268019,1800.0,896.0,Q,80.0,1.2,1120.0,,,Smooth,,T5,4,FF,stecca,
126519,141.63006018947314,100.17154713183052,1000.0,752.0,Q,60.0,1.0,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
126719,218.7847134260178,151.65192359214097,1000.0,352.0,Q,70.0,1.3,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
127219,135.2671047210084,114.84415628484624,8500.0,720.0,Q,60.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
127319,246.11174293203695,159.54234373046037,8500.0,192.0,Q,60.0,1.0,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
127419,253.39065750517187,191.43817600459636,8500.0,336.0,Q,70.0,1.3,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
128319,158.522470200076,84.91210283575431,6000.0,160.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
128419,109.77349433666545,96.54155219207499,6000.0,768.0,Q,65.0,0.94,1350.0,810,810,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
130019,143.24117401303815,106.11114902875674,1500.0,560.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
131219,180.1535714285714,151.8772619047619,2000.0,288.0,N+1,75.0,1.27,1170.0,,,Bulb,P.BLU 300U,T5,6,FF,singolo,"(66.0, 78.0]"
131819,152.26436806513433,119.11412913137049,4000.0,512.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
131919,152.10444714395865,126.86091869497042,4000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
132019,169.03333333333333,147.23333333333332,4000.0,48.0,Q,65.0,1.0,810.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
132119,153.77909372361384,123.09918159927447,1000.0,760.0,Q,60.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
133519,143.0786277628391,127.19879488144693,6000.0,736.0,Q,60.0,1.0,1350.0,810,810,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
136119,146.07327279351088,130.80318729366348,6000.0,608.0,Q,65.0,0.94,1350.0,810,810,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
136219,179.07894736842104,164.71052631578948,6000.0,48.0,Q,65.0,1.0,810.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
136419,129.26524319874065,113.53042270658095,14000.0,720.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
136519,169.62320758736828,127.53189103199695,14000.0,648.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
136719,183.632183908046,177.4712643678161,14000.0,64.0,Q,65.0,0.93,1080.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
137419,141.66670972813364,120.79607683646975,33000.0,800.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
137519,118.12501261215837,73.86612734164963,33000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
137619,149.27625748966884,137.6394110362626,33000.0,120.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
139219,139.0471563114658,116.48009385961798,1800.0,840.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
142819,161.5073320112169,130.93619679396414,6000.0,1168.0,Q,54.0,1.08,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
143119,166.81547889414784,151.84238615786137,4000.0,1240.0,Q,54.0,1.08,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
143219,159.4242632027767,141.67810379279948,4000.0,960.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
143419,151.64844670766783,110.4300869305049,5500.0,736.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
143819,158.32390416344825,140.39358195509004,5000.0,544.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
143919,158.8488590976501,142.3221687500284,3000.0,1120.0,Q,54.0,1.08,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
144019,126.84874381570812,75.09965986394558,7000.0,208.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
144119,145.74730832155345,121.46511076416975,7000.0,736.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
144219,128.12499999999997,78.43749999999999,1000.0,736.0,Q,54.0,1.08,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
144319,160.63032447043602,138.73008988943988,4500.0,1088.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
144519,158.78870105902683,139.52006137002888,9000.0,544.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
144919,158.2394586894587,142.31809116809117,4500.0,208.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
145219,130.9703139540338,100.61610296071359,9000.0,1088.0,Q,54.0,1.08,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
145319,298.8862044817927,244.35206582633054,6000.0,160.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
145419,175.32923363705248,153.2309072713868,6000.0,896.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
147619,122.25678581609802,108.78330639080701,3000.0,480.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
147719,127.6939724310777,108.62335839598998,2000.0,1128.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
147819,175.76941597793993,143.25007991559232,19920.0,2052.0,N+1,40.0,1.17,1280.0,960,960,Groove,p199,T5,6,FF,singolo,"(0.0, 56.0]"
147919,158.53063042087888,126.82654349101554,2500.0,1024.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
149019,232.6456300465417,169.727916040118,3500.0,336.0,N+1,75.0,1.27,1360.0,,,Bulb,CYAN,T5,6,FF,singolo,"(66.0, 78.0]"
149119,252.08846153846153,168.89743589743588,2000.0,192.0,N+1,75.0,1.27,1360.0,,,Bulb,CYAN,T5,6,FF,singolo,"(66.0, 78.0]"
149219,219.62098612020674,175.00152272693975,5000.0,1584.0,N+1,75.0,1.27,1170.0,,,Bulb,P. BLU 300U,T5,6,FF,singolo,"(66.0, 78.0]"
149319,198.507317814342,119.51567080256984,1500.0,972.0,N+1,75.0,1.27,1170.0,,,Bulb,P.BLU  300U,T5,6,FF,singolo,"(66.0, 78.0]"
150619,59.53530567342448,28.323196605374825,10000.0,64.0,Q,80.0,1.2,1160.0,,,Staple,,T5,4,CF,singolo,
151019,295.5864935651109,244.96031469607794,32000.0,240.0,Q,80.0,0.92,1300.0,,,Groove,,T5,4,CF,singolo,
154219,131.41563819228477,96.10647876038823,3000.0,128.0,Q,75.0,0.0,1180.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
155619,155.0591040161884,107.51457856721281,2500.0,240.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
155919,97.9153369806177,32.539447094751175,3000.0,160.0,Q,100.0,1.24,1350.0,,,Smooth,,T5,4,FF,stecca,
158619,155.38877157788832,130.38897512616057,5000.0,1168.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
160319,235.43825301204816,94.69578313253012,22600.0,80.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
160519,160.24036051384127,147.44982043819334,12800.0,720.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
160819,135.48246785971045,123.46602130108322,2500.0,256.0,Q,54.0,1.1,1080.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
161119,100.60506370753507,91.50855450712397,17000.0,960.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
161319,163.76280569572114,122.70357104952686,7500.0,640.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
161619,111.53009657828461,93.72026765264866,5000.0,192.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
161719,302.6664141414141,244.51969696969692,5000.0,112.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
161819,146.65050284341265,108.2304914696302,39000.0,256.0,Q,54.0,1.1,1080.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
161919,148.37356690162505,120.15127986930585,39000.0,752.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
162119,173.15863857616796,117.32089179855332,14500.0,208.0,Q,70.0,1.25,1350.0,810,810,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
162319,169.40138858774003,147.1531250686557,63500.0,272.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
163417,231.28449613519948,182.164642076215,10000.0,816.0,N+1,80.0,1.2,1372.0,,,Smooth,P293,T5,6,FF,2stecca,
163519,85.65530385114045,49.40347391750163,5000.0,272.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
163619,184.28913741724304,163.2639623498446,23800.0,96.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
163719,289.0838709677419,224.16451612903222,4700.0,80.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
163819,127.74668945398939,111.43592451484248,4500.0,1240.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
164619,154.8859176613,135.27197297517455,4000.0,800.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
164719,159.48195084485405,120.70660522273424,4000.0,160.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
164819,157.66927593954247,107.70764535675382,4000.0,288.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
164919,173.71874999999997,118.03849085365852,4000.0,96.0,Q,54.0,1.1,1080.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
165019,158.79635790373257,131.30294101573674,6500.0,656.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
165619,75.31653505372006,55.986855910975216,1200.0,1200.0,Q,54.0,1.08,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
165819,87.34677644455216,66.26595025991165,1000.0,1392.0,N+1,37.0,1.2,1264.0,,,Smooth,REFLEX BLEU,T5,6,FF,singolo,"(0.0, 56.0]"
169419,88.57894736842105,66.84210526315789,,,,,,,,,,,,,,,
169619,148.3131294111736,112.04972411639578,1850.0,728.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
170519,167.87446228944066,138.4997887485427,4000.0,800.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
170619,125.41769342822472,102.0733403956364,4000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
170719,141.76191152789616,106.60400682011935,4000.0,120.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
171519,164.69732251727407,156.01091615165757,17000.0,128.0,Q,70.0,1.3,1104.0,,,Staple,,T5,4,CF,singolo,"(66.0, 78.0]"
171619,165.83758623133622,128.37332650457648,14000.0,128.0,Q,70.0,1.3,1104.0,,,Staple,,T5,4,CF,singolo,"(66.0, 78.0]"
172319,235.20260632193197,172.99724227946484,50900.0,80.0,Q,80.0,1.3,1290.0,,,Groove,,T5,4,CF,singolo,
172419,170.93378654224685,123.35565478360185,50900.0,80.0,Q,80.0,1.3,1290.0,,,Groove,,T5,4,CF,singolo,
172519,148.61042672528788,137.55394623316747,35900.0,112.0,Q,80.0,1.3,1112.0,834,834,Groove,,T5,4,CF,singolo,
172619,112.03371241452312,101.17990461325876,21900.0,112.0,Q,80.0,1.3,1112.0,834,834,Groove,,T5,4,CF,singolo,
